Probe.Set.ID	UniGene.ID	Gene.Title	Gene.Symbol	RefSeq.Transcript.ID
211721_s_at	Hs.184846	zinc finger protein 551 /// zinc finger protein 551	ZNF551	NM_138347 
211722_s_at	Hs.6764	histone deacetylase 6 /// histone deacetylase 6	HDAC6	NM_006044 
211724_x_at	Hs.520215	hypothetical protein FLJ20323 /// hypothetical protein FLJ20323	FLJ20323	NM_019005 
211725_s_at	Hs.474150	BH3 interacting domain death agonist /// BH3 interacting domain death agonist	BID	NM_001196 /// NM_197966 /// NM_197967 
211726_s_at	Hs.144912	flavin containing monooxygenase 2 /// flavin containing monooxygenase 2	FMO2	NM_001460 
211727_s_at	Hs.96530	COX11 homolog, cytochrome c oxidase assembly protein (yeast) /// COX11 homolog, cytochrome c oxidase assembly protein (yeast)	COX11	NM_004375 
211728_s_at	Hs.129910	hyaluronoglucosaminidase 3 /// hyaluronoglucosaminidase 3	HYAL3	NM_003549 
211729_x_at	Hs.488143	biliverdin reductase A /// biliverdin reductase A	BLVRA	NM_000712 
211730_s_at	Hs.441072	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa /// polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	POLR2L	NM_021128 
211731_x_at	Hs.558445	synovial sarcoma, X breakpoint 3 /// synovial sarcoma, X breakpoint 3	SSX3	NM_021014 /// NM_175711 
211732_x_at	Hs.42151	histamine N-methyltransferase /// histamine N-methyltransferase	HNMT	NM_001024074 /// NM_001024075 /// NM_006895 
211733_x_at	Hs.476365	sterol carrier protein 2 /// sterol carrier protein 2	SCP2	NM_001007098 /// NM_001007099 /// NM_001007100 /// NM_001007250 /// NM_002979 
211734_s_at	Hs.897	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide /// Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	FCER1A	NM_002001 
211735_x_at	Hs.1074	surfactant, pulmonary-associated protein C /// surfactant, pulmonary-associated protein C	SFTPC	NM_003018 
211736_at	Hs.514276	Sp2 transcription factor /// Sp2 transcription factor	SP2	NM_003110 
211737_x_at	Hs.371249	pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1) /// pleiotrophin (heparin binding growth factor 8, neurite growth-promoting factor 1)	PTN	NM_002825 
211738_x_at	Hs.471034	elastase 3A, pancreatic /// elastase 3A, pancreatic	ELA3A	NM_005747 
211739_x_at	Hs.347963	chorionic somatomammotropin hormone 1 (placental lactogen) /// chorionic somatomammotropin hormone 1 (placental lactogen)	CSH1	NM_001317 /// NM_022640 /// NM_022641 
211740_at	Hs.487561	islet cell autoantigen 1, 69kDa /// islet cell autoantigen 1, 69kDa	ICA1	NM_004968 /// NM_022307 /// NM_022308 
211741_x_at	Hs.555887	pregnancy specific beta-1-glycoprotein 3 /// pregnancy specific beta-1-glycoprotein 3	PSG3	NM_021016 
211742_s_at	Hs.5509	ecotropic viral integration site 2B /// ecotropic viral integration site 2B	EVI2B	NM_006495 
211743_s_at	Hs.512633	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) /// proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)	PRG2	NM_002728 
211744_s_at	Hs.34341	CD58 antigen, (lymphocyte function-associated antigen 3) /// CD58 antigen, (lymphocyte function-associated antigen 3)	CD58	NM_001779 
211745_x_at	Hs.449630	hemoglobin, alpha 1 /// hemoglobin, alpha 1 /// hemoglobin, alpha 2 /// hemoglobin, alpha 2	HBA1 /// HBA2	NM_000517 /// NM_000558 
211746_x_at	Hs.102798	proteasome (prosome, macropain) subunit, alpha type, 1 /// proteasome (prosome, macropain) subunit, alpha type, 1	PSMA1	NM_002786 /// NM_148976 
211747_s_at	Hs.424908	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae) /// LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM5	NM_012322 
211748_x_at	Hs.558373	prostaglandin D2 synthase 21kDa (brain) /// prostaglandin D2 synthase 21kDa (brain)	PTGDS	NM_000954 
211749_s_at	Hs.66708	vesicle-associated membrane protein 3 (cellubrevin) /// vesicle-associated membrane protein 3 (cellubrevin)	VAMP3	NM_004781 
211750_x_at	Hs.436035	tubulin alpha 6 /// tubulin alpha 6	TUBA6	NM_032704 
211751_at	Hs.558825	phosphodiesterase 4D interacting protein (myomegalin) /// phosphodiesterase 4D interacting protein (myomegalin)	PDE4DIP	NM_001002810 /// NM_001002811 /// NM_001002812 /// NM_014644 /// NM_022359 
211752_s_at	Hs.211914	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase) /// NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)	NDUFS7	NM_024407 
211753_s_at	Hs.368996	relaxin 1 /// relaxin 1	RLN1	NM_006911 
211754_s_at	Hs.474938	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17 /// solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17	SLC25A17	NM_006358 
211755_s_at	Hs.514870	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1 /// ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1	ATP5F1	NM_001002014 /// NM_001002015 /// NM_001688 
211756_at	Hs.89626	parathyroid hormone-like hormone /// parathyroid hormone-like hormone	PTHLH	NM_002820 /// NM_198964 /// NM_198965 /// NM_198966 
211758_x_at	Hs.536122	thioredoxin domain containing 9 /// thioredoxin domain containing 9	TXNDC9	NM_005783 
211759_x_at	Hs.31053	cytoskeleton associated protein 1 /// cytoskeleton associated protein 1	CKAP1	NM_001281 
211760_s_at	Hs.6651	vesicle-associated membrane protein 4 /// vesicle-associated membrane protein 4	VAMP4	NM_003762 /// NM_201994 
211761_s_at	Hs.508524	calcyclin binding protein /// calcyclin binding protein	CACYBP	NM_001007214 /// NM_014412 
211762_s_at	Hs.159557	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	KPNA2	NM_002266 
211763_s_at	Hs.385986	ubiquitin-conjugating enzyme E2B (RAD6 homolog) /// ubiquitin-conjugating enzyme E2B (RAD6 homolog)	UBE2B	NM_003337 
211764_s_at	Hs.129683	ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast) /// ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)	UBE2D1	NM_003338 
211765_x_at	Hs.356331	peptidylprolyl isomerase A (cyclophilin A) /// peptidylprolyl isomerase A (cyclophilin A)	PPIA	NM_021130 /// NM_203430 /// NM_203431 
211766_s_at	Hs.423598	pancreatic lipase-related protein 2 /// pancreatic lipase-related protein 2	PNLIPRP2	NM_005396 
211767_at	Hs.521557	SLD5 homolog /// SLD5 homolog	SLD5	NM_032336 
211768_at	Hs.56607	linker for activation of T cells family, member 2 /// linker for activation of T cells family, member 2	LAT2	NM_014146 /// NM_022040 /// NM_032463 /// NM_032464 
211769_x_at	Hs.272168	tumor differentially expressed 1 /// tumor differentially expressed 1	TDE1	NM_006811 /// NM_198941 
211771_s_at	Hs.515429	POU domain, class 2, transcription factor 2 /// POU domain, class 2, transcription factor 2	POU2F2	NM_002698 
211772_x_at	Hs.89605	cholinergic receptor, nicotinic, alpha polypeptide 3 /// cholinergic receptor, nicotinic, alpha polypeptide 3	CHRNA3	NM_000743 
211773_s_at	Hs.485004	zinc finger protein 306 /// zinc finger protein 306	ZNF306	NM_024493 
211774_s_at	Hs.13024	DKFZp564I122 protein /// DKFZp564I122 protein	DKFZp564I122	NM_015506 
211775_x_at	Hs.303653	hypothetical MGC13053 /// hypothetical MGC13053	MGC13053	--- 
211776_s_at	Hs.213394	erythrocyte membrane protein band 4.1-like 3 /// erythrocyte membrane protein band 4.1-like 3	EPB41L3	NM_012307 
211778_s_at	Hs.546418	ovo-like 2 (Drosophila) /// ovo-like 2 (Drosophila)	OVOL2	NM_021220 
211779_x_at	Hs.19121	adaptor-related protein complex 2, alpha 2 subunit /// adaptor-related protein complex 2, alpha 2 subunit	AP2A2	NM_012305 
211780_x_at	Hs.516111	dynactin 1 (p150, glued homolog, Drosophila) /// dynactin 1 (p150, glued homolog, Drosophila)	DCTN1	NM_004082 /// NM_023019 
211781_x_at	---	---	---	--- 
211782_at	Hs.567240	iduronate 2-sulfatase (Hunter syndrome) /// iduronate 2-sulfatase (Hunter syndrome)	IDS	NM_000202 /// NM_006123 
211783_s_at	Hs.525629	metastasis associated 1 /// metastasis associated 1	MTA1	NM_004689 
211784_s_at	Hs.68714	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor) /// splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)	SFRS1	NM_006924 
211786_at	Hs.193418	tumor necrosis factor receptor superfamily, member 9 /// tumor necrosis factor receptor superfamily, member 9	TNFRSF9	NM_001561 
211787_s_at	Hs.129673	eukaryotic translation initiation factor 4A, isoform 1 /// eukaryotic translation initiation factor 4A, isoform 1	EIF4A1	NM_001416 
211788_s_at	Hs.170835	three prime repair exonuclease 2	TREX2	NM_080701 
211789_s_at	Hs.437153	MondoA	MONDOA	NM_014938 
211790_s_at	Hs.482417	myeloid/lymphoid or mixed-lineage leukemia 2	MLL2	NM_003482 
211791_s_at	Hs.440497	potassium voltage-gated channel, shaker-related subfamily, beta member 2	KCNAB2	NM_003636 /// NM_172130 
211792_s_at	Hs.525324	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	CDKN2C	NM_001262 /// NM_078626 
211793_s_at	Hs.471156	abl interactor 2	ABI2	NM_005759 
211794_at	Hs.370503	FYN binding protein (FYB-120/130)	FYB	NM_001465 /// NM_199335 
211795_s_at	Hs.370503	FYN binding protein (FYB-120/130)	FYB	NM_001465 /// NM_199335 
211796_s_at	Hs.534427	T cell receptor beta variable 21-1 /// T cell receptor beta variable 19 /// T cell receptor beta variable 5-4 /// T cell receptor beta variable 3-1 /// T cell receptor beta constant 1	TRBV21-1 /// TRBV19 /// TRBV5-4 /// TRBV3-1 /// TRBC1	--- 
211797_s_at	Hs.233458	nuclear transcription factor Y, gamma	NFYC	NM_014223 
211798_x_at	Hs.517453	immunoglobulin lambda joining 3	IGLJ3	--- 
211799_x_at	Hs.534125	major histocompatibility complex, class I, C	HLA-C	NM_002117 
211800_s_at	Hs.77500	ubiquitin specific peptidase 4 (proto-oncogene)	USP4	NM_003363 /// NM_199443 
211801_x_at	Hs.478383	mitofusin 1	MFN1	NM_017927 /// NM_033540 
211802_x_at	Hs.194746	calcium channel, voltage-dependent, alpha 1G subunit	CACNA1G	NM_018896 /// NM_198376 /// NM_198377 /// NM_198378 /// NM_198379 /// NM_198380 /// NM_198382 /// NM_198383 /// NM_198384 /// NM_198385 /// NM_198386 /// NM_198387 /// NM_198388 /// NM_198396 /// NM_198397 
211803_at	Hs.19192	cyclin-dependent kinase 2	CDK2	NM_001798 /// NM_052827 
211804_s_at	Hs.19192	cyclin-dependent kinase 2	CDK2	NM_001798 /// NM_052827 
211805_s_at	Hs.558399	solute carrier family 8 (sodium/calcium exchanger), member 1	SLC8A1	NM_021097 
211806_s_at	Hs.411299	potassium inwardly-rectifying channel, subfamily J, member 15	KCNJ15	NM_002243 /// NM_170736 /// NM_170737 
211807_x_at	---	protocadherin gamma subfamily B, 5	PCDHGB5	NM_018925 /// NM_032099 
211808_s_at	Hs.459759	CREB binding protein (Rubinstein-Taybi syndrome)	CREBBP	NM_004380 
211809_x_at	Hs.211933	collagen, type XIII, alpha 1	COL13A1	NM_005203 /// NM_080798 /// NM_080799 /// NM_080800 /// NM_080801 /// NM_080802 /// NM_080803 /// NM_080804 /// NM_080805 /// NM_080806 /// NM_080807 /// NM_080808 /// NM_080809 /// NM_080810 /// NM_080811 /// NM_080812 /// NM_080813 /// NM_080814 /// NM_0 ... truncated at 256 characters 
211810_s_at	Hs.513439	galactosylceramidase (Krabbe disease)	GALC	NM_000153 
211811_s_at	Hs.199343	protocadherin alpha 6	PCDHA6	NM_018909 /// NM_031848 /// NM_031849 
211812_s_at	Hs.418062	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 3	B3GALT3	NM_003781 /// NM_033167 /// NM_033168 /// NM_033169 
211813_x_at	Hs.156316	decorin	DCN	NM_001920 /// NM_133503 /// NM_133504 /// NM_133505 /// NM_133506 /// NM_133507 
211814_s_at	Hs.408658	cyclin E2	CCNE2	NM_057735 /// NM_057749 
211815_s_at	Hs.87726	golgi associated, gamma adaptin ear containing, ARF binding protein 3	GGA3	NM_014001 /// NM_138619 
211816_x_at	Hs.193122	Fc fragment of IgA, receptor for	FCAR	NM_002000 /// NM_133269 /// NM_133271 /// NM_133272 /// NM_133273 /// NM_133274 /// NM_133277 /// NM_133278 /// NM_133279 /// NM_133280 
211817_s_at	Hs.558350	potassium inwardly-rectifying channel, subfamily J, member 5	KCNJ5	NM_000890 
211818_s_at	Hs.437211	phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)	PDE4C	NM_000923 
211819_s_at	Hs.558450	sorbin and SH3 domain containing 1	SORBS1	NM_001034954 /// NM_001034955 /// NM_001034956 /// NM_001034957 /// NM_006434 /// NM_015385 /// NM_024991 
211820_x_at	Hs.434973	glycophorin A (includes MN blood group)	GYPA	NM_002099 
211821_x_at	Hs.434973	glycophorin A (includes MN blood group)	GYPA	NM_002099 
211822_s_at	Hs.513902	NACHT, leucine rich repeat and PYD (pyrin domain) containing 1	NALP1	NM_001033053 /// NM_014922 /// NM_033004 /// NM_033006 /// NM_033007 
211823_s_at	Hs.446336	paxillin	PXN	NM_002859 
211824_x_at	Hs.513902	NACHT, leucine rich repeat and PYD (pyrin domain) containing 1	NALP1	NM_001033053 /// NM_014922 /// NM_033004 /// NM_033006 /// NM_033007 
211825_s_at	Hs.504281	Friend leukemia virus integration 1	FLI1	NM_002017 
211826_s_at	Hs.480190	AF4/FMR2 family, member 1	AFF1	NM_005935 
211827_s_at	Hs.535274	potassium voltage-gated channel, Shal-related subfamily, member 3	KCND3	NM_004980 /// NM_172198 
211828_s_at	Hs.34024	TRAF2 and NCK interacting kinase	TNIK	NM_015028 
211829_s_at	Hs.20961	G protein-coupled receptor 30	GPR30	NM_001031682 /// NM_001505 
211830_s_at	Hs.125116	calcium channel, voltage-dependent, alpha 1I subunit	CACNA1I	NM_001003406 /// NM_021096 
211831_s_at	Hs.1166	thrombopoietin (myeloproliferative leukemia virus oncogene ligand, megakaryocyte growth and development factor)	THPO	NM_000460 /// NM_199228 /// NM_199356 
211832_s_at	Hs.369849	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	MDM2	NM_002392 /// NM_006878 /// NM_006879 /// NM_006880 /// NM_006881 /// NM_006882 
211833_s_at	Hs.159428	BCL2-associated X protein	BAX	NM_004324 /// NM_138761 /// NM_138762 /// NM_138763 /// NM_138764 /// NM_138765 
211834_s_at	Hs.137569	tumor protein p73-like	TP73L	NM_003722 
211835_at	---	---	---	--- 
211836_s_at	Hs.141308	myelin oligodendrocyte glycoprotein	MOG	NM_001008228 /// NM_001008229 /// NM_002433 /// NM_206809 /// NM_206810 /// NM_206811 /// NM_206812 /// NM_206813 /// NM_206814 
211837_s_at	Hs.169002	pre T-cell antigen receptor alpha	PTCRA	NM_138296 
211838_x_at	---	protocadherin alpha 5	PCDHA5	NM_018908 /// NM_031501 
211839_s_at	Hs.173894	colony stimulating factor 1 (macrophage)	CSF1	NM_000757 /// NM_172210 /// NM_172211 /// NM_172212 
211840_s_at	Hs.117545	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)	PDE4D	NM_006203 
211841_s_at	Hs.462529	tumor necrosis factor receptor superfamily, member 25	TNFRSF25	NM_003790 /// NM_148965 /// NM_148966 /// NM_148967 /// NM_148968 /// NM_148969 /// NM_148970 /// NM_148971 /// NM_148972 /// NM_148973 /// NM_148974 
211842_s_at	Hs.173092	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	SLC24A1	NM_004727 
211843_x_at	Hs.111944	cytochrome P450, family 3, subfamily A, polypeptide 7	CYP3A7	NM_000765 
211844_s_at	Hs.471200	neuropilin 2	NRP2	NM_003872 /// NM_018534 /// NM_201264 /// NM_201266 /// NM_201267 /// NM_201279 
211845_at	Hs.334846	poliovirus receptor-related 1 (herpesvirus entry mediator C; nectin)	PVRL1	NM_002855 /// NM_203285 /// NM_203286 
211846_s_at	Hs.334846	poliovirus receptor-related 1 (herpesvirus entry mediator C; nectin)	PVRL1	NM_002855 /// NM_203285 /// NM_203286 
211848_s_at	Hs.74466	carcinoembryonic antigen-related cell adhesion molecule 7	CEACAM7	NM_006890 
211849_s_at	Hs.127219	RNA guanylyltransferase and 5'-phosphatase	RNGTT	NM_003800 
211851_x_at	Hs.194143	breast cancer 1, early onset	BRCA1	NM_007294 /// NM_007295 /// NM_007296 /// NM_007297 /// NM_007298 /// NM_007299 /// NM_007300 /// NM_007301 /// NM_007302 /// NM_007303 /// NM_007304 /// NM_007305 /// NM_007306 
211852_s_at	Hs.276252	attractin	ATRN	NM_012070 /// NM_139321 /// NM_139322 
211855_s_at	Hs.194686	solute carrier family 25 (mitochondrial carrier, brain), member 14	SLC25A14	NM_003951 /// NM_022810 
211856_x_at	Hs.1987	CD28 antigen (Tp44)	CD28	NM_006139 
211858_x_at	Hs.125898	GNAS complex locus	GNAS	NM_000516 /// NM_016592 /// NM_080425 /// NM_080426 
211861_x_at	Hs.1987	CD28 antigen (Tp44)	CD28	NM_006139 
211862_x_at	Hs.390736	CASP8 and FADD-like apoptosis regulator	CFLAR	NM_003879 
211863_x_at	Hs.233325	hemochromatosis	HFE	NM_000410 /// NM_139002 /// NM_139003 /// NM_139004 /// NM_139005 /// NM_139006 /// NM_139007 /// NM_139008 /// NM_139009 /// NM_139010 /// NM_139011 
211864_s_at	Hs.500572	fer-1-like 3, myoferlin (C. elegans)	FER1L3	NM_013451 /// NM_133337 
211865_s_at	Hs.413133	fizzy/cell division cycle 20 related 1 (Drosophila)	FZR1	NM_016263 
211866_x_at	Hs.233325	hemochromatosis	HFE	NM_000410 /// NM_139002 /// NM_139003 /// NM_139004 /// NM_139005 /// NM_139006 /// NM_139007 /// NM_139008 /// NM_139009 /// NM_139010 /// NM_139011 
211867_s_at	---	protocadherin alpha 10	PCDHA10	NM_018901 /// NM_031859 /// NM_031860 
211868_x_at	Hs.510635	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// similar to Ig heavy chain V-III region VH26 precursor	IGHA1 /// IGHG1 /// IGHG3 /// LOC390714	XM_372632 
211869_at	---	---	---	--- 
211870_s_at	---	protocadherin alpha 3	PCDHA3	NM_018906 /// NM_031497 
211871_x_at	Hs.155090	guanine nucleotide binding protein (G protein), beta 5	GNB5	NM_006578 /// NM_016194 
211872_s_at	Hs.65756	regulator of G-protein signalling 11	RGS11	NM_003834 /// NM_183337 
211873_s_at	---	protocadherin gamma subfamily A, 9	PCDHGA9	NM_018921 /// NM_032089 
211874_s_at	Hs.35758	MYST histone acetyltransferase (monocytic leukemia) 4	MYST4	NM_012330 
211875_x_at	---	protocadherin gamma subfamily A, 10	PCDHGA10	NM_018913 /// NM_032090 
211876_x_at	---	protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 3	PCDHGA12 /// PCDHGA11 /// PCDHGA10 /// PCDHGA6 /// PCDHGA5 /// PCDHGA3	NM_003735 /// NM_018913 /// NM_018914 /// NM_018916 /// NM_018918 /// NM_018919 /// NM_032011 /// NM_032054 /// NM_032086 /// NM_032090 /// NM_032091 /// NM_032092 /// NM_032094 
211877_s_at	---	protocadherin gamma subfamily A, 11	PCDHGA11	NM_018914 /// NM_032091 /// NM_032092 
211878_at	Hs.406550	Isolate Tree92 immunoglobulin heavy chain variable region (IGVH)	---	--- 
211879_x_at	---	protocadherin gamma subfamily A, 3	PCDHGA3	NM_018916 /// NM_032011 
211880_x_at	---	protocadherin gamma subfamily A, 1	PCDHGA1	NM_018912 /// NM_031993 
211881_x_at	Hs.517453	immunoglobulin lambda joining 3	IGLJ3	--- 
211882_x_at	Hs.32956	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)	FUT6	NM_000150 
211883_x_at	Hs.512682	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	CEACAM1	NM_001024912 /// NM_001712 
211884_s_at	Hs.126714	class II, major histocompatibility complex, transactivator	CIITA	NM_000246 
211885_x_at	Hs.32956	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)	FUT6	NM_000150 
211886_s_at	Hs.381715	T-box 5	TBX5	NM_000192 /// NM_080717 /// NM_080718 /// NM_181486 
211887_x_at	Hs.446291	macrophage scavenger receptor 1	MSR1	NM_002445 /// NM_138715 /// NM_138716 
211888_x_at	Hs.5353	caspase 10, apoptosis-related cysteine peptidase	CASP10	NM_001230 /// NM_032974 /// NM_032976 /// NM_032977 
211889_x_at	Hs.512682	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	CEACAM1	NM_001024912 /// NM_001712 
211890_x_at	Hs.143261	calpain 3, (p94)	CAPN3	NM_000070 /// NM_024344 /// NM_173087 /// NM_173088 /// NM_173089 /// NM_173090 /// NM_212464 /// NM_212465 /// NM_212467 
211891_s_at	Hs.469935	Rho guanine nucleotide exchange factor (GEF) 4	ARHGEF4	NM_015320 /// NM_032995 
211892_s_at	Hs.302085	prostaglandin I2 (prostacyclin) synthase /// prostaglandin I2 (prostacyclin) synthase	PTGIS	NM_000961 
211893_x_at	Hs.502710	CD6 antigen	CD6	NM_006725 
211894_x_at	Hs.194766	seizure related 6 homolog (mouse)-like /// seizure related 6 homolog (mouse)-like	SEZ6L	NM_021115 
211896_s_at	Hs.156316	decorin	DCN	NM_001920 /// NM_133503 /// NM_133504 /// NM_133505 /// NM_133506 /// NM_133507 
211897_s_at	Hs.417628	corticotropin releasing hormone receptor 1	CRHR1	NM_004382 
211898_s_at	Hs.116092	EPH receptor B1	EPHB1	NM_004441 
211899_s_at	Hs.8375	TNF receptor-associated factor 4	TRAF4	NM_004295 /// NM_145751 
211900_x_at	Hs.502710	CD6 antigen	CD6	NM_006725 
211901_s_at	Hs.89901	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	PDE4A	NM_006202 
211902_x_at	Hs.546375	T cell receptor alpha locus	TRA@	--- 
211903_s_at	Hs.82906	myeloproliferative leukemia virus oncogene	MPL	NM_005373 
211904_x_at	Hs.524171	RAD52 homolog (S. cerevisiae)	RAD52	NM_002879 /// NM_134422 /// NM_134423 /// NM_134424 
211905_s_at	Hs.370255	integrin, beta 4	ITGB4	NM_000213 /// NM_001005619 /// NM_001005731 
211906_s_at	Hs.123035	serpin peptidase inhibitor, clade B (ovalbumin), member 4 /// serpin peptidase inhibitor, clade B (ovalbumin), member 4	SERPINB4	NM_002974 
211907_s_at	Hs.391828	par-6 partitioning defective 6 homolog beta (C. elegans) /// par-6 partitioning defective 6 homolog beta (C. elegans)	PARD6B	NM_032521 
211908_x_at	Hs.448957	IgG heavy chain variable region (Vh26) /// IgG heavy chain variable region (Vh26)	---	--- 
211909_x_at	Hs.445000	prostaglandin E receptor 3 (subtype EP3) /// prostaglandin E receptor 3 (subtype EP3)	PTGER3	NM_000957 /// NM_198712 /// NM_198713 /// NM_198714 /// NM_198715 /// NM_198716 /// NM_198717 /// NM_198718 /// NM_198719 /// NM_198720 
211910_at	Hs.449096	Hypothetical protein LOC284926 /// Hypothetical protein LOC284926	LOC284926	--- 
211911_x_at	Hs.77961	major histocompatibility complex, class I, B /// major histocompatibility complex, class I, B	HLA-B	NM_005514 
211912_at	Hs.306178	c-mer proto-oncogene tyrosine kinase /// c-mer proto-oncogene tyrosine kinase	MERTK	NM_006343 
211913_s_at	Hs.306178	c-mer proto-oncogene tyrosine kinase /// c-mer proto-oncogene tyrosine kinase	MERTK	NM_006343 
211914_x_at	Hs.113874	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease) /// neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	NF1	NM_000267 
211915_s_at	Hs.128392	tubulin, beta polypeptide 4, member Q /// tubulin, beta polypeptide 4, member Q /// tubulin, beta 8 /// tubulin, beta 8 /// similar to tubulin, beta 8; HSA10p15 beta-tubulin 4Q (TUBB4Q) gene /// similar to tubulin, beta 8; HSA10p15 beta-tubulin 4Q (TUBB4Q) ... truncated at 256 characters	TUBB4Q /// TUBB8 /// LOC388579 /// LOC389192	NM_020040 /// NM_177987 /// XM_371207 /// XM_371684 
211916_s_at	Hs.5394	myosin IA /// myosin IA	MYO1A	NM_005379 
211917_s_at	Hs.368587	prolactin receptor /// prolactin receptor	PRLR	NM_000949 
211918_x_at	Hs.187284	pappalysin 2 /// pappalysin 2	PAPPA2	NM_020318 /// NM_021936 
211919_s_at	Hs.421986	chemokine (C-X-C motif) receptor 4 /// chemokine (C-X-C motif) receptor 4	CXCR4	NM_001008540 /// NM_003467 
211920_at	Hs.69771	B-factor, properdin /// B-factor, properdin	BF	NM_001710 
211921_x_at	Hs.459927	prothymosin, alpha (gene sequence 28) /// prothymosin, alpha (gene sequence 28)	PTMA	NM_002823 
211922_s_at	Hs.502302	catalase /// catalase	CAT	NM_001752 
211923_s_at	Hs.230188	zinc finger protein 471 /// zinc finger protein 471	ZNF471	NM_020813 
211924_s_at	Hs.466871	plasminogen activator, urokinase receptor /// plasminogen activator, urokinase receptor	PLAUR	NM_001005376 /// NM_001005377 /// NM_002659 
211925_s_at	Hs.431173	phospholipase C, beta 1 (phosphoinositide-specific)	PLCB1	NM_015192 /// NM_182734 
211926_s_at	Hs.474751	myosin, heavy polypeptide 9, non-muscle	MYH9	NM_002473 
211927_x_at	Hs.144835	eukaryotic translation elongation factor 1 gamma	EEF1G	NM_001404 
211928_at	Hs.7720	dynein, cytoplasmic, heavy polypeptide 1	DNCH1	NM_001376 
211929_at	Hs.516539	heterogeneous nuclear ribonucleoprotein A3	HNRPA3	NM_194247 
211930_at	Hs.516539	heterogeneous nuclear ribonucleoprotein A3	HNRPA3	NM_194247 
211931_s_at	Hs.516539	heterogeneous nuclear ribonucleoprotein A3	HNRPA3	NM_194247 
211932_at	Hs.516539	heterogeneous nuclear ribonucleoprotein A3	HNRPA3	NM_194247 
211933_s_at	Hs.516539	heterogeneous nuclear ribonucleoprotein A3	HNRPA3	NM_194247 
211934_x_at	Hs.76847	glucosidase, alpha; neutral AB	GANAB	NM_014610 /// NM_198334 /// NM_198335 
211935_at	Hs.75249	ADP-ribosylation factor-like 6 interacting protein	ARL6IP	NM_015161 
211936_at	Hs.522394	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	HSPA5	NM_005347 
211937_at	Hs.292063	eukaryotic translation initiation factor 4B	EIF4B	NM_001417 
211938_at	Hs.292063	eukaryotic translation initiation factor 4B	EIF4B	NM_001417 
211939_x_at	Hs.529798	basic transcription factor 3	BTF3	NM_001207 
211940_x_at	Hs.533624	H3 histone, family 3A /// H3 histone, family 3A pseudogene	H3F3A /// LOC440926	NM_002107 /// NR_002315 
211941_s_at	Hs.433863	prostatic binding protein	PBP	NM_002567 
